userName,score,content
Puji C,5,Terimakasih Bukalapak saya sangat puas belanja di sini. Sangat mudah dan nyaman pelayanan cepat dan sangat mudah
bang octo,5,"great app ! Bergabungkah dengan buka lapak, barang bagus harga terjangkau, mantaafff !!"
FX Sumarno,5,"Barang datang lebih cepat dari yg dijanjikan, tks."
Mas Rofiq88,5,"Bismillah... Produk sudh saya terima dengan baik. Packing aman, pesanan sesuai deskripsi,. Sespons penjual juga baik. Semoga produk awet, dan dapat bermanfaat maksimal. Tetap jaga amanah buyer ya ɢɑռ.. Τεяɪмαкαѕιн, dan... Sεɱσɢɑ вεяκαн, ɓєяℓĩмթåɦ …"
Masri Anto,5,Respon cepat dan produk sangat memuaskan semoga Bukalapa tambah sukses lagi 👍👍👍
Nur Islami,5,"Aplikasinya bagus ,proses transaksinya detikan banyak cashback dan discontnya lanjut terus transaksinya"
deana pitriani,5,"Banyak pilihan voucher, barang yg dijual juga bagus, beli pulsa sudah murah dapat voucher potongan harga lagi, setelah beli token pln selanjutnya bisa lihat di transaksi yg bagian bawah tinggal klik bisa lihat nomer tokennya, belanja bayar dg dana juga cocok tinggal klik beres tidak ada biaya adm, kurang di gratis ongkir, sesekali bos di buat gratis ongkir seluruh indonesia tanpa minimal pembelian setiap bukalapak ultah juga gpp, n pilihan kurir bos juga perlu pilih kurir2 yg baik hati"
Selak Kamikakon,5,Transaksi sangat aman dan tidak ribet
fuad,1,RIBET! mau ganti nomor kek ganti identitas baru. skip.
jacky one,4,"Belanja lebih mudah dgn aplikasi ini, terimakasih bukalapak..."
GUE BANGET,1,"Bukanya mmperbaiki, malah membekukan lapak, makin parah, uninstal z deh, kalah sebelum brperang, tdk mau brsaing sama yg hijau atau yg lainya,"
Baruna Musik Official,2,Daftarnya susah verifikasi loading terus Mohon d perbaiiki
inadreadboy balisurf,5,"pengiriman sangat cepat,,untuk oqk kurir terima kasih🙏🙏"
Ahmad Adam,5,"Bukalapak mantap 👍 , produk yg dijual sesuai pesanan, kurir nya cepat dan terpercaya"
afrizal fajri,1,"Bukalapak sekarang main hapus rating 1 ya, biar kelihatan bagus..... bukan nya jawab keluhan pengguna, kenapa penggunaan voucher tidak bisa dengan pembayaran dana, malah di hapus ulasan, mending uninstall rame2 ni apk"
optik elha,1,"Saya upload barang koq ga bisa dengan alasan pelapak digital tidak bisa upload barang, trus caranya berhenti jadi pelapak digital bagaimana, koq susah. Saya juga sudah chat wa, ga di balas Bener 2 aplikasi sampah"
hidayatul ummah,5,mudah dan cepat terpercaya dan lebih baik lagi ada penghapus riwayat pembelian
Athariqsyah Hardianto,5,Ingin ganti no telepon karena masa aktif sudah mati saja ribet harus foto kartu ktp dan kartu bank tolong diperbaiki lagi!!👎
salikun,1,Repon yang sangat lambat bantuan menunggu sangat lama padahal dana mau untuk kebutuhan udah 3 kali gini sering eror sungguh menyesal jadi males mau blanja lewt ni lg
BEE CORP,1,Komplen masalah pulsa harus nunggu 1x24 jam hahaha gak ada karyawan apa mesti nunggu lama gitu.
WaWan Topan,5,Terimakasih bukalapak aplikasi sangat suka ayo buruan download pokonya banyak promo banyak membatu banyak mudahnnya
By - you,1,"Kurirnya banyak yg belum mengantarkan barangnya ke konsumen tapi statusnya sudah di antarkan, jika barang ga sampai2 dan penjual sudah menarik udangnya siapa yg bertanggung jawab atas hilangnya barang konsumen"
Radit Boy,1,Aplikasi ini kurang bagus beli pulsa aja saldo berkurang status selesai atau berhasil tapi pulsa nya belum masuk
Pengguna Google,5,Recommended buat teman-temen.. pecinta belanja online.. Tingkatkan terus pelayanan nya semoga menjadi yang terbaik. Semoga saling menjaga kepercayaan untuk semua ..
Mulianda Kurniawan,5,Buka lapak emg di akui klau belanja selalu mengutamakan kepuasan pelanggan.. trima kasih buat buka lapak..
CDK Gaming,1,Kagak ada solusi dengan customer servis nya kayak chat dengan. Bot
farid firmansyah s,5,"akses pesanan mudah,ga perlu khawatir duit hilang dan banyak lainnya..favorit ane ini,thanks bukalapak"
Nglaban Fc,5,Aplikasi sangat ringan dan fantastik... Sayangnya untuk paylater dan pinjaman uang masih kerjasama dengan aplikasi pihak ke 3...msih satu level di bawah aplikasi sebelah...
Wibowo A.Y,5,"Fast respons,pengiriman cpt dan brg sampai tujuan msh fresh"
juragan blangsak,1,baru kali ini semnjak pakai bukalapk dari tahun 2014 di bikin sewot sama seller. paket kurang malah menyalahn saya sebagai pembeli harga note : barang perkakas barang yg kurang hanya satu item yg harganya cum 40ribuan harus pake video
ifah sobri,1,"Ga enak cuk, susah Enak pake shope simple banyak gratis ongkir huh"
Ibnu Al-Bahri,1,Masih siang kuota free ongkir udh abis. Pelit ngasih gratis ongkir apa gimana? Masa kalah sama market ijo. Free ongkir BL minimal belanja 25rb. Di ijo minimal 10rb. BL dari dulu gini2 aja. Ngga ada perubahan signifikan. BL lama2 sepi pengguna. Hadeh..
Sulhah Sulhah,5,"Aplikasinya bagus mudah dipahami untuk para pemula user online, Terima kasih"
Fitri Rahayu,5,Pengiriman cepat & bagus
Bah Tiar,4,"Bagus bermanfaat, diberikan kemudahan dan keamanan. Terima kasih Buka Lapak"
indahnya nusantara kita,1,"Sudah order dari tgl 27 April 2022 pakai bukaexpres tetapi sampai hari ini tgl 9 Mei 2022 belum di kirim padahal no resi sudah ada, alasan pelapak no driver. Call center nggak bisa di hubungi buka bantuan cuma muter muter ngga jelas. Di batalin nggak bisa. Halo buka lapak solusinya gimana? Tolong di mudahkan jangan cuma iklan yang hampir tiap detik masuk. Giliran ada masalah susah banget."
Jeffry Depp,1,"Omgkir jg gk singkron, saat dibayar ongkir berubah, diperbaiki dong sistemnya..Kecewa dgn pelayanan BUKAEXPRESS paket sering telat & pemilihan kurir yg kurang tepat, apalagi ditambah report kurir yg sering bermasalah.paket sampai di luar jadwal dan gk ada kompensasi jaminan uang kembali...hanya slogan belaka..bagaimana min..???"
Hendrawan Rosyadi,5,Membantu banget untuk belanja fan transaksi lainnya. TanXs banget
GOFF,5,"Sempet kecewa, tp sekarang sdh oke lg, jadi sering belanja, belanja, dan belanjaaaaaaaaaaaaaaaaaaaaaaaaaaaaa...wow banyak discount.♥️"
Parker Zeras,5,"Update nya mantap jadi ringan bukalapak nya jadi mudah di akses,kecepatan akses nya pun bertambah,very good"
Bambang Rustowo,5,Saya berharap agar kedepannya Bukalapak bisa lebih baik lagi
Indra Kurniawan,1,Jangan beli pulsa disini deh ini aplikasi parah banget udah di bayar pulsa gak masuk masuk bingung mau complain kemana.
protect sinar comp,5,semoga selalu terbaik dan banyak promo yang amanah
Novie Pujiastutie,5,"Dari awal punya Bukalapak suka bgt beli produk digital seperti pulsa,paket data,& token kalau pake voucher lumayan irit,hematnya banyak ❤️❤️❤️❤️❤️.....dstnya"
Yeni Apriyani,5,Transaksi di Bukalapak.. Cepet dan mudah transaksinya..😍
Achmad soffi Mulkasaputra,1,"Aplikasi cacad, saldo dibukalapak gak bisa dipakai, makannya sepi peminat nih aplikasi, gulung tikar aja, malu malu.in...."
Ramli Lamri,5,"Pertahankan promo harga termurah nya, dan selalu usahakan gratis ongkir. Jangan COD saja yang gratis ongkir, tapi semua jenis pembayaran."
Puspita Sari,5,Sangat bagus & memudahkan saya membeli dan mengikuti pelatihan prakerja. Terima kasih buka lapak.
Hikki Bandroid Channel,1,otp udah kirim ulang puluhan kali gak pernah masuk. giliran pake lazada sekali kirim otp langsung masuk. payah
Nabila putri adiva,5,Aplikasi bagus respon cepat barang bagus
Mimin Minarni,5,Aplikasinya bagus mudah di mengerti buat saya yang belajar online
Zis Wanto,5,"Aplikasi ok, pas buat yg suka online shopping..,👍👍"
Rumiani Ani,5,"Bagus mantap, pelatihan memuaskan"
Jeyy Enterprises,1,"Pesanan udah 9 hari tidak di proses pelapak, pihak Bukalapak bukannya batalin otomatis malah suruh nunggu sampe hari ke 12"
yusuf aminulah,5,belanja banyak pilihan dan transaksi aman
M Rasya Kemal Izzat /15,5,"Ketika daftar akun baru, pas bagian bikin password salah mulu, padahal sudah pas 6 karakter beserta angka.."
Minalajah Lagi,5,Belanja online semakin cepat
cool mivta,1,"Semakin kesini aplikasi ini smakin ngawur... ak dah lama pake bukalapak.. tp kali ini Uang saya hilang gk kembali, skitar 1.500.000san.. sistem complain yg sangat buruk, slow respon. No.cs gk bisa dihubungi sama sekali.. mulai skrang ak putusin mau UNINSTAL bukalapak dr hp ku.. nyesel, nyesek uang gk kembali.. bingung cara ngurusnya gmana .. aplikasi sampah..."
Irfan Rahmawan,1,"Banyak pelapak yg tidak aktif , sehingga saya pesan barang tidak di proses dalam beberapa hari sampai sekarang. Tolong kembalikan saldo saya ."
Wahyu Satrio,5,Aplikasi yg sangat membatu di saat waktu genting
M.Ridwan Syarif,5,"Maa Syaa Allah... Professional dan sangat komunikatif. Satu hal yg kurang. Utk BL Paylater, buat opsi baru dgn pembayaran tempo (3-12 bulan), agar pengguna semakin menikmati penggunaan BK Paylater nya"
tahu tempe,5,Sangat membantu saat belanja online gampang dan mudah
Fieka Aristora,5,"Aplikasi bagus,banyakin lagi promonya"
Lian Dra,5,Sangat puas belanja di buka lapak.jos gandos👍👍👍
abidzar favian,1,Tolong di perbaiki lagi.saya pengguna bl sejak 5 tahun yg lalu. Masa saya ajukan complaint malah jawaban admin Sudah klik tombol terima barang.padahal belum di klik tombol terima barangnya.tidak membantu form complaintnya percuma komplaint.terima nasib saja.
Relay 12VDC,5,"Mantap selama belanja disini,saya mudah sekali proses pembelanjaannya serta retur ketika barang tidak cocok, meskipun voucher sudah tidak seperti dulu banyak,voucer diskon dan gratis ongkir nya,mudah2 Han kedepan bisa lebih baik"
Mirdad Wangsa,5,"Merugikan pembeli, masak barangnya sudah dibayar, sudah nunggunya lama malah yg ada dibatalkan. Uang dikembalikan malah kurang 200 rbuan. Alasan ongkir jasa pengiriman. Gak bermutu. Kita mau komplin malah gak bisa klik layanan bantuan. Apakah kalau komplin harus diblokir?"
Made Widiastra,5,"Respon pelapak cepat, pengiriman cepat, pokoknya 👍👍"
Deden As,5,Mantap gan rasanya pengiriman cepat kurir ramah sopan aku mau pesen lagi karena puas barang dan pengiriman👌
Dindin Hermawan,1,"Apaan saldo refund pembelian masuknya ke saldo promoted push, atau saldo iklan, bukan balik ke saldo dana, Kata cs nya saya yg milih, lah saya gak pernah merasa milih, biasa nya juga langsung balik ke saldo dana, Ini namanya pemaksaan buat ngiklan Makin gak nyaman nih bukalapak"
Faqihudin Sidiq,5,Belanja mudah ga pakai ribet..pilihan belanjaanya juga bayak.respon pelapak juga cepat
Tasia orange tea,1,setelah toko libur produk hilang semua tidak tampil
yuda prakasa,1,Setiap transaksi menggunakan DANA selalu error. Gratis ongkir nya cuma sepotong2 doang nggak kyk Olshop laen bener2 tanpa ongkir.
Asep Suharyanto,5,Belanja super cepat dan gak Ribet . apalagi Beli Kuota.. Cepet banget dan Terpercaya.. Terimakasih Bukalapak .. suksess sll 🙏😀👍👍👍👍👍👍
Lamhot P Purba,3,Mohon dibantu alasan ditolak jadi seller produk digital. Beri alasan dan cara agar diterima menjadi seller produk digital
shalsabella aryani putri,5,Aplikasi nya bagus.. menyediakan pelatihan prakerja. Yg mudah di pahami dan di mengerti. Terimakasih bukalapak
Ucok Nurdiansyah,2,"Sangat lambat dalam pelaporan sertifikat ke pihak prakerja, saya atas nama NOPI, sudah menyelesaikan pelatihan di skill akademi tgl 3 Mei, dan dari pihak skill akademi sudah melaporkan sertifikat ke pihak Bukalapak, tapi kenapa di dashboard kartu prakerja saya pelatihan masih aktif dan belum Mun ulasan, mohon kepada pihak Bukalapak untuk segera menangani urusan ini. Atas nama NOPI."
"RIZKI ,yuk berbagi,",1,gila..aing....masa aku ngisi pulsa ....harga pulsa gk seberapa...masa biaya layanan 20.000.trlalu memeras
Muhammad Nur,3,Terlalu banyak update tp klu masalah refond uang ok lah mantap siagap
deddy fathullah,5,Aplikasi yang mudah di gunakan dan banyak produk yang di tawarkan dengan harga yang terjangkau
Muhammad Farhan,1,"Top up saldo e-money sudah lebih dari 1 jam tapi saldo tidak masuk padahal dana sudah terpotong dan transaksi berhasil, mengecewakan."
Zara 123,5,Toko sangat baik amanah cepat pengirimannya
Mus Taqim,5,Para toko tokonya amanah semua di bukalapak tidak kayak di aplikasi jual beli online lainnya tokonya banyak penipuan
Ari ardhiansyah,5,sangat membatu untuk mencari kebutuhan disaat dibutuhkan terimakasih bukalapak semoga semakin jaya
Mohamad Aria H,1,Notifikasi mengganggu dan tidak ada kreatif2nya!
Aldy Lim,1,"Saya ini sudah, kena tipu oleh buka lapak saldo saya top up ke dana malah nagk masuk sampai sekarang. Admindya low respon padahal struk pembayaran saya sudah kirimkan. Tapi sampai saat in belum di proses... ini aplikasi niat nipu orang kah.?"
subekti iqbal,5,Sangat mudah dan responsif
rafika hennisa,5,Terimakasih banyak Bukalapak atas kerjasama nya dengan ada pelatihan kursus prakerja Maka saya dapatkan informasi terbaru
Egi Alfiansyah,5,Keren banget untuk aplikasi buka lapak sukses selalu aamiin
Raffa Grosir,5,sangat membantu..mudah dan ringan aplikasinya
Raff Sajaa,1,"Gimana si, saya baru daftar akun bukalapak lewat nomer, eh kok nomer udah terdaftar dan profil tidak bisa diganti, mau masukin email juga ga bisa aneh."
Adde Pena,5,BL sukses slalu. Sangat membantu dan mempermudah blanja..
Ilham Dwi Sahputra,1,Percuma pakai buka lapak tapi pay later di bekukan emng aplikasi gak berguna padahal saya bayar lancar masih pas tgl jatuh tempo di situ saya bayar .langsung pay later saya di bekukan .
Ahmad Sahrul,5,Makin lama makin jelek jasa pengirimannya.... Gak tepat waktu.. Sialan.
Kasurmurah Surabaya,5,Bagus dan cepat bangett
Zennnyx 2,1,"Aplikasi yang cukup buruk fitur live chat tidak ada , top up dana tidak masuk masuk parah sekali.."
Romli robby,1,Playleternya buka lapak ada adminnya yg kaga jelas.20.000 buat apa kali dan barang yg di censel kenapa saya harus bayar ongkirnya.kaga jelas...aplikasi meded
Annisa Bintangdwihapsari,1,"Auto uninstall aplikasi payah ribet, mau gunakan voucher kok tulisannya hanya untuk MITRA BL. APLIKASI PALING TIDAK MASUK AKAL."
Ramlawan Wan,1,Barang suda di terima bembeli TPI si pembeli tidak menekan tombol terima..waktu menerima 2x24 jam juga suda lewat..TPI saldo dompet saya gak masuk2 Sedang kan saya suda amanah berjualan di apk bukalapak ini......apa apk ini mengajar orang untuk menipu atau gimana yahh??
Budiono Abu Karim,2,5 tahun pakai bukalapak nggak pernah dapat promonya. Promo gak. Pernah bisa dipakai
Mohammad Tri,5,"Sangat berguna, dan tidak mengecewakan"
Hary Soetejo,5,semenjak ada paylater lebih mudah & gampang😊. tp klo bis sih limit ya di tambahin 🤭🙏
Ika Oktavianti,5,ok top mantap.... Sangat membantu ... Pembelian pulsa murah dan mudah
Arif Susilo,2,"Payah,. Pesanan tidak di proses2, kurir satu hari ..kira batalin malah ga jelas, bikin kapok....klo begini mah tggl nunggu waktu aja .."
Diana Tarigan,4,tingkatkan kualitas nya.
2412 Alfa,5,"Notif chat, pesanan diperbaikin biar gak ada delay"
Didi Hardiansyah,5,Sejauh ini Bukalapak sangatembantu dan sangat bagus...semoga ke depannya lebih baik lagi😊
Sugar Eight,4,Apk bagus sih namun saya kurang puas terhadap layanan pengiriman barangx (buka express) sebab setiap kali pake layanan ini pasti barang tibax lama seperti pake layanan si cepat halu apalagi klo cod.
Barokah Iss,1,Kenapa lapak saya sekarang SEPI banget ya?🤔 padahal dulu rame banget saat barang saya P.O?🤔 1. Saya sudah ready stok barang biar ngk P.O🤔 2. Saya sudah coba beli semua fitur promosi🤔 3. Aplikasi slalu saya update terbaru🤔 4. Flash/voucher/semuax sudah saya coba🤔 5. Bukanx klo produk sy terjual kenak potongan admin🤔 6. Sebagai penjual seperti ini saya harus gimana klo ngk ada pemasukan🤔
J Suparman,1,Sudah semingu belum juga di kirim. Udah di acc lagi... Tpi di kirim kaga.. Usahakan min.. 3hari klo blum di kirim.. di cencel aja Jngan lama lama.. Klo pesan obat orang udah mati... Obat baru datang.. Kelamaan...
Erna Wuryani,5,Suka belanja dan jual barang disini
Faik Fahrudin,3,Dari interface antar muka nya udah cukup bagus dan ringan aplikasi ini kalo di jalankan. tapi sayang sistem pembayaran cod dan penyetabilan ongkir nya masih kalah jauh sama si biru dan orange. Andai fitur nya bisa bisa menyajikan kemudahan keringanan dalam trsnsaksi mungkin akan lebih bagus lagi kalo untuk kalangan segmen menengah yg mendominasi pasar online indonesia sebagai pembeli semoga jaya aplikasi asli indonesia
Asep Nanang setiawan,1,"Kala ada kendala susah untuk berbicara langsung dgn cs, hanya pertanyaan yang notabene bolak balik ,tapi masalah tidak di tindak lanjuti. Cs nya hanya yg berbayar,berbeda dgn di tempat lain ada cs online yg tidak berbayar.mohon perhatian nya"
Nanik Yuliati,5,Sangat membantu dan simpel
Rahmat Triyadi,2,"Bisa ga sih pelapak nya kalo di chat di respon gtu ga d abaikan , masa ngajuin pembatalan ga d responw di chat order ga d proses padahal akun nya online di baca doank .... mohon bantuan nya admin bukalapak"
Aden Yahadunkri,1,Pelayanan BURUK untuk pembatalan pesanan harus konfirmasi ke seller dulu Seller di chat tidak ada balasan Cukup terakhir pakai bukalapak
Al-Fatih Channel,5,Saya belanja nya disini suka dapat gratis ongkir dan lebih nyaman di bukalapak karna lebih mudah dan lebih dimengerti... Dan biasa belanja di bukalapak juga...semoga tetap konsisten dan lebih baik dalam hal yang mempermudah konsumen dan menguntungkan konsumen dalam hal berbelanja.
Juliensen Asen,5,"Pelayannya cukup bagus,namun perlu ditingkatkan lagi.yg utama keamanan akun.baru2 ini ada yg hendak menipu sy dgn atas nama dr BL."
Ferdi Sayuti,1,"Saya sudah bayar tagihan paylater lewat pembayaran indomart .tetapi masih ada tagihan.jadi saya harus bagaimna .komplain lewat akun tidak bisa .cuma ada petunjuk"" aja.harus kirim bukti struk kemana.tidak ada layanan komplain di akun ."
Heru Aritia,1,Saya kecewa belanja di Bukalapak hingga sekarang pesanan saya tak juga direspon. Saya mohon kepada pihak Bukalapak menghubungi akun Sultan cip.saya sangat²kecewa belanja di Bukalapak.😠😠😠
Hani Nurhasanah,5,"makasih bukalapak sangat membantu,, makasih sudah membantu skillacademy dan buka lapak dan prakerja materinya sangat membantu untuk saya"
Ipul Basri,3,Aplikasi biasa saja....limit kredit terlalu kecil.....kalah jauh sama yg sebelah.....yg sebelah limit 4x lipat....ud gitu bisa nyicil sampe 12 bulan....itu aja.....
Siti Nurhaida,5,Ini yg saya cari bukalapak adalah toko tokonya full elektronik . Mksh bukalapak .
Akbar 1213,2,"tolong untuk toko Paddock ID jasa kurirnya diperbanyak, soalnya saya pengen belanja di toko ini tidak ada pilihan kurirnya🙏"
