	informal	formal
4085	makanmakannya	makan makannya
4086	makanye	makanya
4087	makasi	terima kasih
4088	makasihhh	terima kasih
4089	makn	makan
4090	maksa	memaksa
4091	maksdnya	maksudnya
4092	maksih	terima kasih
4093	malahnantanginumatislam	malah menantang umat islam
4094	malem	malam
4095	malem2	malam malam
4096	males	malas
4097	malming	malam minggu
4098	maluin	memalukan
4099	malumaluin	memalukan
4100	mamam	makan
4101	mampet	mampat
4102	manaatausiapa	mana atau siapa
4103	manang	menang
4104	mane	mana
4105	maneh	kamu
4106	manggil	memanggil
4107	maning	lagi
4108	mano	mana
4109	mantag	mantap
4110	mantapp	mantap
4111	mantep	mantap
4112	manusia2	manusia manusia
4113	mao	mau
4114	maoo	mau
4115	marabahaya	mara bahaya
4116	masakin	memasakkan
4117	masalalu	masa lalu
4118	masayarakat	masyarakat
4119	mascot	maskot
4120	masiih	masih
4121	masing2	masing masing
4122	mateng	matang
4123	matimatian	berusaha keras
4124	maw	mau
4125	mayan	lumayan
4126	mbedain	membedakan
4127	mberi	memberi
4128	mberikan	memberikan
4129	mboten	tidak
4130	mbuat	membuat
4131	mburimu	di belakangmu
4132	mcm	macam
4133	mct	macet
4134	mdg	lebih baik
4135	mdgn	lebih baik
4136	mdh	mudah
4137	mdhmdhn	mudah mudahan
4138	mdpt	mendapat
4139	mecah	memecahkan
4140	mediskreditkan	mendiskreditkan
4141	medukungmu	mendukungmu
4142	mele	melulu
4143	melihatataumenyaksikan	melihat atau menyaksikan
4144	membadja	membaja
4145	memilh	memilih
4146	memperjuangakan	memperjuangkan
4147	mempressure	menekan
4148	menangin	memenangkan
4149	menbangun	membangun
4150	mendingan	lebih baik
4151	mendzolimi	menzalimi
4152	menfitnah	memfitnah
4153	mengganggap	menganggap
4154	menghalangmenghalangi	menghalangi
4155	menghayal	mengkhayal
4156	menghimbau	mengimbau
4157	mengugurkan	menggugurkan
4158	menizta	menista
4159	menjawad	menjawab
4160	menjd	menjadi
4161	menjdikan	menjadikan
4162	menjdkn	menjadikan
4163	menwrpa	menerpa
4164	menyakini	meyakini
4165	menyelamaykan	menyelamatkan
4166	merapihkan	merapikan
4167	meresepnya	meresapnya
4168	merespon	menjawab
4169	merhatiin	memperhatikan
4170	meridhoi	meridai
4171	meriksa	memeriksa
4172	meris	miris
4173	mesen	memesan
4174	mgkin	mungkin
4175	mgkn	mungkin
4176	mgunakan	menggunakan
4177	mhs	mahasiswa
4178	mhsw	mahasiswa
4179	mhujat	menghujat
4180	miapa	demi apa
4181	miapah	demi apa
4182	mikir	pikir
4183	mikirin	memikirkan
4184	milih	memilih
4185	milyaran	miliar
4186	mimpin	memimpin
4187	minds	pikiran
4188	mingkem	diam
4189	minjem	pinjam
4190	misala	misalnya
4191	mjaga	menjaga
4192	mjd	menjadi
4193	mka	maka
4194	mkan	makan
4195	mkanan	makanan
4196	mkanya	makanya
4197	mkn	makan
4198	mknan	makanan
4199	mkny	makanya
4200	mksd	maksud
4201	mksdny	maksudnya
4202	mksdnya	maksudnya
4203	mksdq	maksudku
4204	mksh	terima kasih
4205	mksih	terima kasih
4206	mkstnya	maksudnya
4207	mlah	malah
4208	mlancarkan	melancarkan
4209	mlawan	melawan
4210	mlayu	lari
4211	mlh	malah
4212	mlihatmu	melihatmu
4213	mlm	malam
4214	mls	malas
4215	mmbencii	membenci
4216	mmbla	membela
4217	mmg	memang
4218	mmikirkan	memikirkan
4219	mmng	memang
4220	mmpraktekkannya	mempraktikannya
4221	mn	mana
4222	mna	mana
4223	mncium	mencium
4224	mndengar	mendengar
4225	mndg	lebih baik
4226	mndgn	lebih baik
4227	mndgr	mendengar
4228	mndi	mandi
4229	mnding	lebih baik
4230	mndpt	mendapat
4231	mndptkn	mendapatkan
4232	mndukung	mendukung
4233	mndukungmu	mendukungmu
4234	mnebar	menebar
4235	mnenangkn	menenangkan
4236	mng	menang
4237	mnghemat	menghemat
4238	mnghilang	menghilang
4239	mnghna	menghina
4240	mnghukumny	menghukumnya
4241	mngkin	mungkin
4242	mnista	menista
4243	mnjadi	menjadi
4244	mnjaga	menjaga
4245	mnjatuhkan	menjatuhkan
4246	mnjdi	menjadi
4247	mnjtuhkan	menjatuhkan
4248	mnkoplhukam	menko polhukam
4249	mnkumham	menkumham
4250	mnrt	menurut
4251	mnt	minta
4252	mnta	minta
4253	mntp	mantap
4254	mntri	menteri
4255	mnum	minum
4256	mnunggu	menunggu
4257	mnyatu	menyatu
4258	mnyngkn	menyenangkan
4259	mo	mau
4260	modyare	mati
4261	moga	semoga
4262	moslems	muslim
4263	mosok	masa
4264	motong	memotong
4265	mreka	mereka
4266	mrh	marah
4267	mrka	mereka
4268	msalah	masalah
4269	msg	masing
4270	msh	masih
4271	msi	masih
4272	msih	masih
4273	msjid2	masjid masjid
4274	msk	masuk
4275	mski	meski
4276	mskn	masakan
4277	msl	misal
4278	mslh	masalah
4279	msti	harus
4280	msuk	masuk
4281	msuport	mendukung
4282	msyarakat	masyarakat
4283	mudahmudahan	mudah mudahan
4284	mudhmudhn	mudah mudahan
4285	muke	muka
4286	mukeje	muka jelek
4287	multiwarna	banyak warna
4288	mulutmuharimaumu	mulutmu harimaumu
4289	mulutny	mulutnya
4290	mulutrusakbasukiditolak	mulut rusak basuki ditolak
4291	munafikun	munafik
4292	munafiq	munafik
4293	munafiqun	munafik
4294	muncuk	muncul
4295	munculah	muncul
4296	musnahkn	memusnahkan
4297	musti	harus
4298	musuhmusuhnya	musuh musuhnya
4299	muup	maaf
4300	muuv	maaf
4301	mz	mas
4302	n	dan
4303	nabung	menabung
4304	naek	naik
4305	nagara	negara
4306	nahan	menahan
4307	nahu	tahu
4308	nambah	menambah
4309	named	dinamakan
4310	nang	di
4311	nangiss	menangis
4312	nantangin	menantang
4313	nanya	bertanya
4314	naon	apa
4315	napa	kenapa
4316	nape	kenapa
4317	napsu	nafsu
4318	nasgor	nasi goreng
4319	nax	ingin
4320	ncib	persib
4321	nda	tidak
4322	ndak	tidak
4323	ndakk	tidak
4324	ndax	tidak
4325	ndk	tidak
4326	ndoweh	dower
4327	ndukung	mendukung
4328	nego	negosiasi
4329	negri	negeri
4330	negriku	negeriku
4331	neh	nih
4332	neko	macam
4333	nelen	menelan
4334	nemenin	menemani
4335	nemu	menemukan
4336	nenangin	menenangkan
4337	nengok	menengok
4338	nextnya	selanjutnya
4339	nga	tidak
4340	ngabungin	menggabungkan
4341	ngacir	kabur
4342	ngaco	kacau
4343	ngadain	mengadakan
4344	ngahok	ahoker
4345	ngajak	mengajak
4346	ngajar	mengajar
4347	ngajarin	mengajarkan
4348	ngaji	mengaji
4349	ngak	tidak
4350	ngakak	tertawa
4351	ngakali	mengakali
4352	ngaku	mengakui
4353	ngakunya	mengakuinya
4354	ngalahin	mengalahkan
4355	ngalahkan	mengalahkan
4356	ngambek	mengambek
4357	ngambil	mengambil
4358	ngamuk	mengamuk
4359	ngancam	mengancam
4360	nganiaya	menganiaya
4361	nganter	mengantar
4362	nganterin	mengantarkan
4363	ngantri	mengantre
4364	nganu	anu
4365	ngapa	kenapa
4366	ngapain	apa
4367	ngarep	mengharap
4368	ngaruh	berpengaruh
4369	ngasi	memberi
4370	ngasih	memberi
4371	ngatain	memaki
4372	ngatur	mengatur
4373	ngawasi	mengawasi
4374	ngebacot	bacot
4375	ngebales	membalas
4376	ngebelain	membela
4377	ngedit	mengedit
4378	ngefek	berakibat
4379	ngegosip	menggosipkan
4380	ngeh	tau
4381	ngejar	mengejar
4382	ngejatuhin	menjatuhkan
4383	ngelarang	melarang
4384	ngelewati	melewati
4385	ngeliat	melihat
4386	ngeliatin	melihat
4387	ngeluh	mengeluh
4388	ngembat	mengembat
4389	ngena	mengena
4390	ngene	ini
4391	ngerasa	merasa
4392	ngerasain	merasakan
4393	ngerjain	mengerjakan
4394	ngerokok	merokok
4395	ngerti	mengerti
4396	ngerti2	tau tau
4397	ngetik	mengetik
4398	ngetrend	mengetren
4399	ngetweet	mentwit
4400	ngg	tidak
4401	ngga	tidak
4402	nggax	tidak
4403	nggesek	menggesek
4404	nggk	tidak
4405	nggosok	menggosok
4406	ngibul	menipu
4407	ngidam	mengidam
4408	ngikutin	mengikuti
4409	ngilangin	menghilangkan
4410	ngimpi	memimpikan
4411	ngincer	mengincar
4412	nginep	menginap
4413	ngingetin	mengingatkan
4414	ngisiin	mengisikan
4415	ngjk	mengajak
4416	ngk	tidak
4417	nglawan	melawan
4418	nglunjak	melonjak
4419	ngmbl	mengambil
4420	ngmg	berbicara
4421	ngmng	berbicara
4422	ngmpl	berkumpul
4423	ngmps	ke kampus
4424	ngntk	mengantuk
4425	ngntr	ke kantor
4426	ngobatin	mengobati
4427	ngobrol	mengobrol
4428	ngomong	berbicara
4429	ngomonge	bicaranya
4430	ngomongin	membicarakan
4431	ngopi	minum kopi
4432	ngorek	mengorek
4433	ngotorin	mengotori
4434	ngrusak	merusak
4435	ngucapin	mengucapkan
4436	ngumpul	berkumpul
4437	ngundang	mengundang
4438	ngungsi	mengungsi
4439	ngunpulin	mengumpulkan
4440	ngunu	anu
4441	ngunyah	mengunyah
4442	ngupload	mengunggah
4443	nguras	menguras
4444	ngurus	mengurus
4445	ngurusin	mengurus
4446	ngutip	mengutip
4447	ni	nih
4448	nich	nih
4449	nie	nih
4450	nimbulin	menimbulkan
4451	ninggalin	meninggalkan
4452	niru2	meniru
4453	niy	nih
4454	njink	anjing
4455	nmbh	menambah
4456	nmny	namanya
4457	nmpk	tampak
4458	nmr	nomor
4459	nnti	nanti
4460	nntn	menonton
4461	nnton	nonton
4462	nocomment	tidak berkomentar
4463	nolak	menolak
4464	nonggol	nongol
4465	nongkie	nongkrong
4466	nonton	menonton
4467	nov	november
4468	novnovnov	november
4469	nraktir	mentraktir
4470	ntah	entah
4471	ntar	nanti
4472	nti	nanti
4473	ntn	menonton
4474	nton	menonton
4475	ntr	nanti
4476	ntu	itu
4477	nulis	menulis
4478	numbers	nomor
4479	numpang	menumpang
4480	nunggu	menunggu
4481	nungguin	menunggu
4482	nunjuk	menunjuk
4483	nuntut	menuntut
4484	nurunin	menuruni
4485	ny	nya
4486	nyahok	ahok
4487	nyahoq	ahok
4488	nyakitin	menyakiti
4489	nyalain	menyalakan
4490	nyama	sama
4491	nyampe	sampai
4492	nyang	yang
4493	nyangka	menyangka
4494	nyantai	bersantai
4495	nyari	mencari
4496	nyebar	menyebar
4497	nyebarin	menyebarkan
4498	nyebelin	menyebalkan
4499	nyebut	menyebut
4500	nyerah	menyerah
4501	nyerang	menyerang
4502	nyesek	menyesal
4503	nyesel	menyesal
4504	nyetel	menyetel
4505	nyiksa	menyiksa
4506	nykap	ibu
4507	nykapz	ibu
4508	nykp	ibu
4509	nyoba	mencoba
4510	nyobain	mencoba
4511	nyoblos	mencoblos
4512	nyodorin	menyodorkan
4513	nyogok	menyogok
4514	nyokap	ibu
4515	nyuci	mencuci
4516	nyumbang	menyumbang
4517	nyundul	menyundul
4518	nyunsep	terperosok
4519	nyuri	mencuri
4520	nyuruh	menyuruh
4521	nyusul	menyusul
4522	oatau	atau
4523	oataupolri	atau polri
4524	oc	oke
4525	oce	oke
4526	ohh	oh
4527	ok	oke
4528	okay	ok
4529	okedech	oke deh
4530	okedeh	oke deh
4531	okeh	oke
4532	okesiip	oke sip
4533	okt	oktober
4534	okz	oke
4535	ol	online
4536	olang	orang
4537	olh	oleh
4538	opo	apa
4539	opportunis	oportunis
4540	optimisx	optimis
4541	ora	tidak
4542	orenken	orenkan
4543	org	orang
4544	org2	orang orang
4545	orgnya	orangnya
4546	orng	orang
4547	orngbaik	orang baik
4548	ortu	orang tua
4549	otong	titit
4550	ouch	oh
4551	ouh	oh
4552	owh	oh
4553	pa	pak
4554	paakk	pak
4555	pagi2	pagi pagi
4556	pait	pahit
4557	pakafif	pak afif
4558	pakcik	pak cik
4559	pake	pakai
4560	pakek	pakai
4561	palawan	pahlawan
4562	pamerin	memamerkan
4563	panasbug	panasbung
4564	pantengin	perhatikan
4565	pantes	pantas
4566	pantesan	pantas saja
4567	parlimen	parlemen
4568	pasu	pasukan
4569	pasutri	pasangan suami istri
4570	paz	pas
4571	pcr	pacar
4572	pcrn	pacaran
4573	pcrny	pacarnya
4574	pda	pada
4575	pdahal	padahal
4576	pdhal	padahal
4577	pdhl	padahal
4578	pdukung	pendukung
4579	pebruari	februari
4580	pedes	pedas
4581	pegi	pergi
4582	pelajrn	pelajaran
4583	pelcija	persija
4584	pemaen	pemain
4585	pemerintahanya	pemerintahannya
4586	pemimpinsejati	pemimpin sejati
4587	pemmpin	pemimpin
4588	pemrintah	pemerintah
4589	pen	ingin
4590	pengadila	pengadilan
4591	pengen	ingin
4592	penghadangan	pengadangan
4593	pengin	ingin
4594	pengkhianat	penghianat
4595	peningg	pening
4596	penistaagama	penista agama
4597	penistaalquran	penista alquran
4598	penistaquran	penista alquran
4599	penjagannya	penjaganya
4600	penjarakanaho	penjarakan ahok
4601	penjarakanahok	penjarakan ahok
4602	penjarakanpenistaagama	penjarakan penista agama
4603	penjarakanpenistagama	penjarakan penista agama
4604	penjarkan	penjarakan
4605	penjarq	penjarakan
4606	penunggangatauaktor	penunggang atau aktor
4607	penyelasain	penyelesaian
4608	peradilankan	peradilan
4609	perduli	peduli
4610	perjuanganmasihpanjang	perjuangan masih panjang
4611	perlemen	parlemen
4612	permanent	permanen
4613	persiden	presiden
4614	pertanggungjawabannya	tanggung jawabnya
4615	perusakke	perusak
4616	pesen	pesan
4617	pg	pergi
4618	pgen	ingin
4619	pghadangan	pengadangan
4620	pghargaan	penghargaan
4621	pghasiln	penghasilan
4622	pgluarn	pengeluaran
4623	pgn	ingin
4624	phenomenal	fenomenal
4625	pict	gambar
4626	pidakan	pidanakan
4627	pilem	film
4628	pilkasa	pemilihan kepala daerah
4629	pilm	film
4630	piluh	pilu
4631	pingin	ingin
4632	pinjem	pinjam
4633	pinter	pintar
4634	pinteran	lebih pintar
4635	pipel	orang
4636	pisan	banget
4637	pjagaannya	penjagannya
4638	pjebat	pejabat
4639	pk	pak
4640	pkai	pakai
4641	pke	pakai
4642	pkl	pukul
4643	plaku	pelaku
4644	planggaran	pelanggaran
4645	playing	memainkan
4646	plersija	persija
4647	plg	pulang
4648	plintar	pintar
4649	plis	tolong
4650	pljrn	pelajaran
4651	plng	pulang
4652	pls	tolong
4653	pmimpin	pemimpin
4654	pncitraan	pencitraan
4655	pndh	pindah
4656	pndkng	pendukung
4657	pngecu	pengecut
4658	pngen	ingin
4659	pngn	ingin
4660	pngorbananmu	pengorbananmu
4661	pngusung	pengusung
4662	pnistaan	penistaan
4663	pnjng	panjang
4664	pnting	penting
4665	pntng	penting
4666	pny	punya
4667	pnya	punya
4668	pokoe	pokoknya
4669	pokokny	pokoknya
4670	pokonya	pokoknya
4671	polih	pulih
4672	political	politik
4673	politicians	polutikus
4674	politk	politik
4675	polriharusnetral	polri harus netral
4676	poltik	politik
4677	praktek	praktik
4678	praperadilanpengadilan	praperadilan pengadilan
4679	prasaan	perasaan
4680	prayforahok	pray for ahok
4681	prgi	pergi
4682	prilaku	perilaku
4683	prmhn	perumahan
4684	prmptn	perempatan
4685	prnah	pernah
4686	prnh	pernah
4687	programataujanji	program atau janji
4688	proove	membuktikan
4689	proseshukum	proses hukum
4690	provocated	terprovokasi
4691	prtai	partai
4692	prthnkn	pertahankan
4693	psantren2	pesantren pesantren
4694	psl	pasal
4695	psng	pasang
4696	psr	pasar
4697	pst	pasti
4698	psti	pasti
4699	ptg	penting
4700	pulitik	politik
4701	puna	punah
4702	punye	punya
4703	pura2	pura pura
4704	puser	pusar
4705	putaranpilkada	putaran pilkada
4706	putaransaja	putaran saja
4707	puter	putar
4708	puterin	memutari
4709	pzt	pasti
4710	q	aku
4711	qaqa	kakak
4712	qq	kakak
4713	qt	kita
4714	qta	kita
4715	quran	alquran
4716	rabb	rabi
4717	rabbal	rabi
4718	rabbika	rabi
4719	rada	sedikit
4720	raimu	mukamu
4721	rakyatcerdas	rakyat cerdas
4722	rame	ramai
4723	rame2	ramai ramai
4724	rameken	ramaikan
4725	ramekeun	ramaikan
4726	rangorang	orang orang
4727	rasane	rasanya
4728	rates	nilai
4729	rb	ribu
4730	rbuan	ribu
4731	reak	teriak
4732	reborn	lahir kembali
4733	rebuan	ribuan
4734	rekayasana	rekayasanya
4735	renew	memperbarui
4736	ributin	meributkan
4737	ripd	daripada
4738	riziek	rizieq
4739	riziq	rizieq
4740	rkyt	rakyat
4741	rmbt	rambut
4742	rmh	rumah
4743	rmhq	rumahku
4744	robb	allah
4745	roll	gulungan
4746	rosulullah	rasulullah
4747	rp	rupiah
4748	rsk	rusak
4749	rumongso	menurut
4750	runs	lari
4751	rushmoney	rush money
4752	sabeb	bebas
4753	sabi	bisa
4754	saje	saja
4755	salaam	salam
4756	salahny	salahnya
4757	salamdamai	salam damai
4758	salamsalamjarisolo	salam dari solo
4759	salamsatuputaran	salam satu putaran
4760	salfok	salah fokus
4761	salh	salah
4762	saloom	salam
4763	saltum	salah kostum
4764	samapai	sampai
4765	samapi	sampai
4766	sambel	sambal
4767	samo	sama
4768	sampe	sampai
4769	sante	santai
4770	sape	siapa
4771	sare	tidur
4772	satua	satunya
4773	satuputaran	satu putaran
4774	saveahok	save ahok
4775	savefpideleteahok	save fpi delete ahok
4776	saveindonesia	save indonesia
4777	savepakahok	save pak ahok
4778	savetolerance	save toleransi
4779	sayah	saya
4780	sayamerasakan	saya merasakan
4781	sbagai	sebagai
4782	sbar	sabar
4783	sbb	sebab
4784	sberapa	seberapa
4785	sbg	sebagai
4786	sbgai	sebagai
4787	sbgi	sebagai
4788	sbh	subuh
4789	sbl	sebelah
4790	sblh	sebelah
4791	sblhny	sebelahnya
4792	sblm	sebelum
4793	sblmny	sebelumnya
4794	sblmnya	sebelumnya
4795	sbnr	sebenarnya
4796	sbnrny	sebenarnya
4797	sbnrnya	sebenarnya
4798	sbnt	sebentar
4799	sbntr	sebentar
4800	sbr	sabar
4801	sbtr	sebentar
4802	sbuk	sibuk
4803	sbun	sabun
4804	sbyahy	susilo bambang yudhoyono
4805	sbyudhoyono	susilo bambang yudhoyono
4806	scpatnya	secepatnya
4807	scr	secara
4808	sdah	sudah
4809	sdarla	sadarlah
4810	sdg	sedang
4811	sdgkan	sedangkan
4812	sdgkn	sedangkan
4813	sdh	sudah
4814	sdng	sedang
4815	sdngkn	sedangkan
4816	sdrlah	sadarlah
4817	se7	setuju
4818	seadilseadilnya	seadil adilnya
4819	sebarken	sebarkan
4820	sebel	kesal
4821	sebenernya	sebenarnya
4822	seberatseberatnya	seberat beratnya
4823	sediih	sedih
4824	segala	segala
4825	segitu	sebegitu
4826	segra	segera
4827	sejujur	sejujurnya
4828	sekedar	sekadar
4829	sekola	sekolah
4830	sekolompok	sekelompok
4831	selaen	selain
4832	selajutnya	selanjutnya
4833	selaw	santai
4834	selegowo	legawa
4835	selfinya	swafotonya
4836	selow	santai
4837	semalem	semalam
4838	semanga	semangat
4839	semangatt	semangat
4840	semangkin	semakin
4841	sembaranagan	sembarang
4842	sembuhin	sembuhkan
4843	semngt	semangat
4844	sempet	sempat
4845	senen	senin
4846	seneng	senang
4847	sensi	sensitif
4848	sensitifitas	sensitivitas
4849	sentara	sementara
4850	senyumaja	senyum saja
4851	seorg	seorang
4852	seorng	seorang
4853	separo2	setengah setengah
4854	seranganjantung	serangan jantung
4855	serem	seram
4856	sesek	sesak
4857	seseorg	seseorang
4858	setakat	sepakat
4859	sgala	segala
4860	sgelintir	segelintir
4861	sgl	segala
4862	sgpore	singapura
4863	sgra	segera
4864	sgt	sangat
4865	shap	siap
4866	shaps	siap
4867	shbt	sahabat
4868	shipping	pengangkutan
4869	sholatnya	salatnya
4870	shopback	belanja kembali
4871	shrusnya	seharusnya
4872	sia	kamu
4873	siapin	siapkan
4874	sibangsat	si bangsat
4875	sich	sih
4876	sidi	sidik
4877	sihat	sehat
4878	siiaapp	siap
4879	sikaat	sikat
4880	sikafir	si kafir
4881	sikaya	si kaya
4882	simpat	sempat
4883	singkron	sinkron
4884	sionta	si onta
4885	situh	kamu
4886	sj	saja
4887	sja	saja
4888	sjak	sejak
4889	sjujurnya	sejujurnya
4890	ska	suka
4891	skali	sekali
4892	skalian	sekalian
4893	skalipun	sekalipun
4894	skarang	sekarang
4895	skg	sekarang
4896	skit	sakit
4897	sklh	sekolah
4898	sklompok	sekelompok
4899	skola	sekolah
4900	skolah	sekolah
4901	skr	sekarang
4902	skrang	sekarang
4903	skrg	sekarang
4904	skrng	sekarang
4905	skrny	sekiranya
4906	slah	salah
4907	slalu	selalu
4908	slamanya	selamanya
4909	slamat	selamat
4910	slanjutnya	selanjutnya
4911	slesai	selesai
4912	slese	selesai
4913	slg	saling
4914	slh	salah
4915	slhkn	salahkan
4916	sll	selalu
4917	sllu	selalu
4918	slm	salam
4919	slmat	selamat
4920	slmt	selamat
4921	slse	selesai
4922	slseikan	selesaikan
4923	sluruh	seluruh
4924	sm	sama
4925	sma	sama
4926	smakin	semakin
4927	smangat	semangat
4928	smbg	sambung
4929	smbh	sembuh
4930	smbhyg	sembahyang
4931	smbil	sambil
4932	smbl	sambil
4933	smbng	sambung
4934	smbrg	sembarang
4935	smbuh	sembuh
4936	smcm	semacam
4937	smengat	semangat
4938	smg	semoga
4939	smga	semoga
4940	smgt	semangat
4941	smgtt	semangat
4942	smlm	semalam
4943	smlmn	semalaman
4944	smngt	semangat
4945	smntr	sementara
4946	smoga	semoga
4947	smp	sampai
4948	smpai	sampai
4949	smpe	sampai
4950	smpt	sempat
4951	smua	semua
4952	smuanya	semuanya
4953	sndiri	sendiri
4954	sndri	sendiri
4955	sngaja	sengaja
4956	sngt	sangat
4957	sni	sini
4958	soale	soalnya
4959	socmed	media sosial
4960	sodara	saudara
4961	sodaraku	saudaraku
4962	sohib	sahabat
4963	sokap	ayah
4964	soksokan	sok gaya
4965	solat	salat
4966	solodaritas	solidaritas
4967	songang	songong
4968	sono	sana
4969	soo	jadi
4970	sopo	siapa
4971	sorang	seorang
4972	sory	maaf
4973	sosmednya	media sosialnya
4974	speachless	terdiam
4975	spele	sepele
4976	sperti	seperti
4977	spertii	seperti
4978	spertinya	sepertinya
4979	spnjng	sepanjang
4980	sprt	seperti
4981	sprti	seperti
4982	sprtny	sepertinya
4983	spti	seperti
4984	sptny	sepertinya
4985	spy	supaya
4986	srg	sering
4987	srigala	serigala
4988	srta	serta
4989	staystrong	tetap kuat
4990	stelah	setelah
4991	stgh	setengah
4992	stiap	setiap
4993	stlah	setelah
4994	stlh	setelah
4995	stngh	setengah
4996	strength	kekuatan
4997	stronger	lebih kuat
4998	stts	status
4999	sttus	status
5000	sudh	sudah
5001	suer	sumpah
5002	sumpahin	menyumpahi
5003	supo	super
5004	surban	serban
5005	surveynya	survei
5006	sy	saya
5007	sya	saya
5008	syg	sayang
5009	sygny	sayangnya
5010	syilvie	sylvi
5011	syipp	sip
5012	sylviterus	sylvi terus
5013	symbol	simbol
5014	symuslim	saya muslim
5015	syng	sayang
5016	syp	siapa
5017	system	sistem
5018	taatulama	taat ulama
5019	tabokin	menabok
5020	tae	tai
5021	tahanahok	tahan ahok
5022	taik	tai
5023	taiker	tai
5024	taikers	tai
5025	tajem	tajam
5026	takbela	tidak membela
5027	takda	tidak ada
5028	talking	membicarakan
5029	tambahin	tambahkan
5030	tampa	tanpa
5031	tampang2	tampang tampang
5032	tandinga	tandingan
5033	tangkapahok	tangkap ahok
5034	tangkappenistaagama	tangkap penista agama
5035	tangkappenjarakan	tangkap penjara
5036	tangkep	tangkap
5037	tanpapakai	tanpa pakai
5038	tanye	tanya
5039	taon	tahun
5040	taonan	tahunan
5041	tauk	tau
5042	taun	tahun
5043	tawakalna	tawakal
5044	tawaw	tawa
5045	td	tadi
5046	tdi	tadi
5047	tdk	tidak
5048	tdny	tadinya
5049	tdr	tidur
5050	tdur	tidur
5051	teesangka	tersangka
5052	teeyus	terus
5053	tegakang	tegakkan
5054	tegakin	tegakkan
5055	tekibul	terkibul
5056	telor	telur
5057	telp	telepon
5058	telpon	telepon
5059	temans	teman
5060	temen	teman
5061	temen2	teman teman
5062	temenan	berteman
5063	temenin	temani
5064	tenaang	tenang
5065	tenatng	tenang
5066	tenggelemin	tenggelamkan
5067	tep	tetap
5068	tepelongo	terperanjat
5069	teraniyaya	teraniaya
5070	terasangka	tersangka
5071	terdzolimi	terzalimi
5072	terimakasih	terima kasih
5073	terjalimi	terzalimi
5074	terjd	terjadi
5075	terjerembab	terjerembap
5076	teroos	terus
5077	terorganisiir	terorganisasi
5078	teros	terus
5079	tersangak	tersangka
5080	tersangk	tersangka
5081	tersengka	tersangka
5082	tertwa	tertawa
5083	teruss	terus
5084	terzolimi	terzalimi
5085	tesangka	tersangka
5086	tetapahok	tetap ahok
5087	tetapahokdjarot	tetap ahok djarot
5088	tetapkawal	tetap kawal
5089	tetapsemangatahok	tetap semangat ahok
5090	tetapwaspada	tetap waspada
5091	tetat	tetap
5092	tetatplah	tetaplah
5093	tetep	tetap
5094	tetet	tetap
5095	teteup	tetap
5096	tgg jwb	tanggung jawab
5097	tggu	tunggu
5098	tgh	tengah
5099	tangl	tanggal
5100	tnggl	tanggal
5101	tngal	tanggal
5102	tgn	tangan
5103	tgs	tugas
5104	thanks	terima kasih
5105	thats	itu
5106	thd	terhadap
5107	thdp	terhadap
5108	theirs	mereka
5109	thia	ini
5110	things	berpikir
5111	thn	tahun
5112	thnx	terima kasih
5113	thrust	mempercayai
5114	thx	terima kasih
5115	tiati	hati hati
5116	tiba2	tiba tiba
5117	tidka	tidak
5118	timlen	lini masa
5119	timses	tim sukses
5120	tinggalin	tinggalkan
5121	tionghowa	tionghoa
5122	tipi	televisi
5123	tipu2	tipu tipu
5124	titled	judul
5125	titokarna	tito karnavian
5126	tjadi	terjadi
5127	tjahaya	tjahaja
5128	tjanggih	canggih
5129	tjd	terjadi
5130	tkg	tukang
5131	tkut	takut
5132	tl	lini masa
5133	tlg	tolong
5134	tlh	telah
5135	tlng	tolong
5136	tlp	telepon
5137	tlpn	telepon
